	brand	model	spec	year	dB_at_idle	dB_at_50kmh	dB_at_80kmh	dB_at_100kmh	dB_at_120kmh	dB_at_140kmh	model_id	model_id_cqa	model_make_id_cqa	model_name_cqa	model_trim_cqa	model_year_cqa	model_body_cqa	model_engine_position_cqa	model_engine_cc_cqa	model_engine_cyl_cqa	model_engine_type_cqa	model_engine_valves_per_cyl_cqa	model_engine_power_ps_cqa	model_engine_power_rpm_cqa	model_engine_torque_nm_cqa	model_engine_torque_rpm_cqa	model_engine_bore_mm_cqa	model_engine_stroke_mm_cqa	model_engine_compression_cqa	model_engine_fuel_cqa	model_top_speed_kph_cqa	model_0_to_100_kph_cqa	model_drive_cqa	model_transmission_type_cqa	model_seats_cqa	model_doors_cqa	model_weight_kg_cqa	model_length_mm_cqa	model_width_mm_cqa	model_height_mm_cqa	model_wheelbase_mm_cqa	model_lkm_hwy_cqa	model_lkm_mixed_cqa	model_lkm_city_cqa	model_fuel_cap_l_cqa	model_sold_in_us_cqa	model_co2_cqa	model_make_display_cqa	model_engine_l_cqa	model_engine_ci_cqa	model_engine_bore_in_cqa	model_engine_stroke_in_cqa	model_engine_valves_cqa	model_engine_power_hp_cqa	model_engine_power_kw_cqa	model_engine_torque_lbft_cqa	model_engine_torque_kgm_cqa	model_top_speed_mph_cqa	model_weight_lbs_cqa	model_length_in_cqa	model_width_in_cqa	model_height_in_cqa	model_wheelbase_in_cqa	model_mpg_hwy_cqa	model_mpg_city_cqa	model_mpg_mixed_cqa	model_fuel_cap_g_cqa	make_display_cqa	make_country_cqa	ExtColors_cqa	IntColors_cqa
1139	Nissan	Cube	1.6 CVT	2010	 44.4 	 54.6 	 62.8 	 66.5 	 68.3 	 70.5 	54776	54776	nissan	Cube	1.8 S CVT	2010	Hatchback	Front	1800	4	in-line	4	124	5200	172	4800				Gasoline			Front	CVT	5	5	1268	3980	1694	1651	2530	7.8		9.4	50	1		Nissan	1.8	110			16	122	91	127	18		2795	156.7	66.7	65.0	99.6	30	25		13.2	Nissan	Japan		
1140	Nissan	GT-R	 	2009	 52.6 	 64.9 	 72.5 	 76.9 	 79.0 	 81.2 	28253	28253	nissan	GT-R	Coupe	2009	Coupe	Front	3799	6	V	4	488	6400	583	3200			9.8:1	Gasoline			4WD	Manual	4	2	1605	4660	1900	1380	2790	11.2	13.1	14.7	74	1		Nissan	3.8	232			24	481	359	430	59		3538	183.5	74.8	54.3	109.8	21	16	18.0	19.5	Nissan	Japan		
1141	Nissan	GT-R	 	2011	 51.9 	 65.8 	 67.4 	 72.1 	 74.5 	 75.3 	45682	45682	nissan	GT-R	Premium	2011	Coupe	Front	3800	6	V	4	492	6400	588	3200				Gasoline			AWD	Manual	4	2	1737	4651	1902	1372	2779	11.2		15.7	74	1		Nissan	3.8	232			24	485	362	434	60		3829	183.1	74.9	54.0	109.4	21	15		19.5	Nissan	Japan		
1142	Nissan	GT-R	 	2012	 51.5 	 61.2 	 67.2 	 70.3 	 73.4 	 76.5 	49321	49321	nissan	GT-R	Black Edition	2012	Coupe	Front	3800	6	V	4	537	6400	607	5200				Gasoline			AWD	6-speed automated manual	4	2	1737	4671	1895	1369	2779	10.2		14.7	74	1		Nissan	3.8	232			24	530	395	448	62		3829	183.9	74.6	53.9	109.4	23	16		19.5	Nissan	Japan		
1143	Nissan	GT-R	 	2013	 50.9 	 62.8 	 70.1 	 74.2 	 76.7 	 79.2 	58049	58049	nissan	GT-R	Black Edition	2013	Coupe	Front	3800	6	V	4	545	6400	628	5800	95.0	88.0	9.0:1	Gasoline			AWD	6-speed automatic	4	2	1732	4670	1902	1372	2780	9.3		13.0	74	1		Nissan	3.8	232	3.74	3.46	24	538	401	463	64		3818	183.9	74.9	54.0	109.4	25	18		19.5	Nissan	Japan		
1144	Nissan	GT-R	3.8 V6	2017	 48.9 	 64.7 	 68.0 	 71.3 	 72.1 	 75.8 	68905	68905	Nissan	GT-R	Track Edition 2dr Coupe AWD (3.8L 6cyl Turbo 6AM)	2017	Subcompact Cars	Front	3800	6	V	4	545		463				9	Premium Unleaded (Recommended)			All Wheel Drive	Automated Manual		2	3820					23.0	19.0	16.0	20	1		Nissan	3.8	232			24	538	401	341	47		8422					10	15	12.0	5.3	Nissan	Japan		
1145	Nissan	Juke	1.6	2011	 42.5 	 56.6 	 65.2 	 70.3 	 72.0 	 73.8 	45684	45684	nissan	Juke	SV	2011	SUV	Front	1600	4	in-line	4	191	5600	240	2000				Gasoline			Front	Manual	5	5	1321	4125	1765	1570	2530	7.6		9.8	50	1		Nissan	1.6	98			16	188	140	177	24		2912	162.4	69.5	61.8	99.6	31	24		13.2	Nissan	Japan		
1146	Nissan	Juke	1.6 DIG-T	2011	 37.9 	 59.8 	 66.2 	 68.8 	 70.2 	 72.7 	55504	55504	nissan	Juke	SL AWD	2011	SUV	Front	1600	4	in-line	4	191	5600	240	2000				Gasoline			AWD	CVT	5	5	1334	4125	1765	1570	2530	7.6		9.8	50	1		Nissan	1.6	98			16	188	140	177	24		2941	162.4	69.5	61.8	99.6	31	24		13.2	Nissan	Japan		
1147	Nissan	Juke	1.6	2013	 38.0 	 57.6 	 64.1 	 66.3 	 70.3 	 73.6 	58052	58052	nissan	Juke	SL	2013	Crossover	Front	1600	4	in-line	4	188	5600	240	5200	79.0	81.0		Gasoline			AWD	CVT	5	5	1441	4125	1765	1570	2530	6.6		8.0	45	1		Nissan	1.6	98	3.11	3.19	16	185	138	177	24		3177	162.4	69.5	61.8	99.6	36	29		11.9	Nissan	Japan		
1148	Nissan	Juke	Nismo	2013	 40.8 	 54.3 	 62.5 	 67.7 	 68.7 	 69.8 	58052	58052	nissan	Juke	SL	2013	Crossover	Front	1600	4	in-line	4	188	5600	240	5200	79.0	81.0		Gasoline			AWD	CVT	5	5	1441	4125	1765	1570	2530	6.6		8.0	45	1		Nissan	1.6	98	3.11	3.19	16	185	138	177	24		3177	162.4	69.5	61.8	99.6	36	29		11.9	Nissan	Japan		
1149	Nissan	Juke	1.2	2014	 41.4 	 56.9 	 62.4 	 65.1 	 68.8 	 71.7 	60265	60265	Nissan	Juke	NISMO 4dr Hatchback (1.6L 4cyl Turbo 6M)	2014	Small Station Wagons	Front	1600	4	Inline	4	197		184				Not Avai	Premium Unleaded (Recommended)			Front Wheel Driv	Manual		4	1329	4161				31.0	27.0	25.0	50	1		Nissan	1.6	98			16	194	145	136	19		2930	163.8				8	9	9.0	13.2	Nissan	Japan		
1150	Nissan	Juke	1.2	2018	 41.9 	 54.5 	 60.6 	 67.8 	 70.2 	 71.8 	73859	73859	Nissan	Juke	NISMO RS 4dr Hatchback (1.6L 4cyl Turbo 6M)	2018	Small Station Wagons	Front	1600	4	Inline	4	215		210				9.5	Premium Unleaded (Required)			Front Wheel Driv	Manual		4	2969					31.0	27.0	25.0		1		Nissan	1.6	98			16	212	158	155	21		6545					8	9	9.0		Nissan	Japan		
1151	Nissan	Juke	1.5d	2018	 47.1 	 55.6 	 60.9 	 65.3 	 67.7 	 69.8 	73864	73864	Nissan	Juke	SL 4dr Hatchback AWD (1.6L 4cyl Turbo CVT)	2018	Small Station Wagons	Front	1600	4	Inline	4	188		177				10.5	Premium Unleaded (Recommended)			All Wheel Drive	Automatic		4	3209					31.0	28.0	26.0		1		Nissan	1.6	98			16	185	138	131	18		7075					8	9	8.0		Nissan	Japan		
1152	Nissan	Leaf	 	2011	 37.2 	 53.2 	 63.1 	 68.7 	 71.8 	 74.9 	45686	45686	nissan	Leaf	SV	2011	Hatchback	Front	0		electric									Electric			Front	Single Speed	5	5		4445	1770	1549	2700	2.6		2.2		1		Nissan	0.0	0										175.0	69.7	61.0	106.3	90	107			Nissan	Japan		
1153	Nissan	Leaf	 	2011	 42.8 	 52.7 	 60.6 	 64.7 	 65.9 	 67.5 	45687	45687	nissan	Leaf	SL	2011	Hatchback	Front	0		electric									Electric			Front	Single Speed	5	5		4445	1770	1549	2700	2.6		2.2		1		Nissan	0.0	0										175.0	69.7	61.0	106.3	90	107			Nissan	Japan		
1154	Nissan	Leaf	 	2013	 44.9 	 58.5 	 62.3 	 66.3 	 69.1 	 70.7 	nan																																																												
1155	Nissan	Leaf	EV	2017	 44.1 	 54.3 	 59.7 	 61.8 	 68.0 	 68.1 	70008	70008	Nissan	Leaf	SV 4dr Hatchback (electric DD)	2017	Midsize Cars	Front	0	0	Not Available								Not Avai	Electric			Front Wheel Driv	Direct Drive		4	3276					101.0	114.0	126.0		1		Nissan	0.0	0									7222					2	2	2.0		Nissan	Japan		
1156	Nissan	Maxima	3.5 V6	2009	 42.5 	 55.8 	 63.9 	 68.9 	 70.1 	 71.3 	29033	29033	nissan	Maxima		2009	Sedan	Front	3500	6	V	4	295	6400	354	4400				Gasoline		5.7	Front	Automatic	5	4	1617	4841	1859	1468	2776	9.1	10.7	12.4	76	1		Nissan	3.5	214			24	291	217	261	36		3565	190.6	73.2	57.8	109.3	26	19	22.0	20.1	Nissan	Japan		
1157	Nissan	Micra	1.2	2011	 48.1 	 62.1 	 66.6 	 71.5 	 74.1 	 75.2 	47246	47246	nissan	Micra	1.2	2011	Hatchback	Front	1200	4	in-line		80		108					Gasoline			Front	Manual	5	5		3780	1666	1514	2449		5.6		46	0		Nissan	1.2	73				79	59	80	11			148.8	65.6	59.6	96.4			42.0	12.2	Nissan	Japan		
1158	Nissan	Micra	1.2	2011	 43.4 	 53.4 	 61.5 	 65.4 	 66.8 	 68.6 	47246	47246	nissan	Micra	1.2	2011	Hatchback	Front	1200	4	in-line		80		108					Gasoline			Front	Manual	5	5		3780	1666	1514	2449		5.6		46	0		Nissan	1.2	73				79	59	80	11			148.8	65.6	59.6	96.4			42.0	12.2	Nissan	Japan		
1159	Nissan	Micra	1.2	2012	 45.5 	 56.0 	 64.4 	 68.2 	 70.0 	 72.2 	50283	50283	nissan	Micra	1.2	2012	Hatchback	Front	1200	4	in-line		80		108					Gasoline			Front	Manual	5	5		3780	1666	1514	2449		5.6		46	0		Nissan	1.2	73				79	59	80	11			148.8	65.6	59.6	96.4			42.0	12.2	Nissan	Japan		
1160	Nissan	Micra	0.9	2017	 46.7 	 56.7 	 62.2 	 65.3 	 71.9 	 72.0 	nan																																																												
1161	Nissan	Micra	0.9	2017	 41.3 	 57.4 	 62.2 	 65.8 	 71.4 	 71.5 	nan																																																												
1162	Nissan	Micra	0.9	2017	 40.9 	 59.8 	 63.0 	 66.3 	 68.2 	 71.7 	nan																																																												
1163	Nissan	Micra	1	2018	 40.9 	 54.0 	 60.5 	 68.3 	 70.7 	 72.8 	nan																																																												
1164	Nissan	Murano	3.5 V6	2008	 40.8 	 50.2 	 57.8 	 61.9 	 62.8 	 64.0 	28530	28530	nissan	Murano	3.5	2008	Crossover	Front	3498	6	V	4	234	6000	319	3600	95.5	81.4		Gasoline - Premium	200.0	9.3	4WD		5	5	1870	4780	1890	1690	2830	9.4	12.3	11.8	82	1		Nissan	3.5	213	3.76	3.20	24	231	172	235	33	124.0	4123	188.2	74.4	66.5	111.4	25	20	19.0	21.7	Nissan	Japan		
1165	Nissan	Murano	3.5 V6	2009	 41.6 	 54.1 	 61.8 	 66.1 	 68.5 	 70.9 	28111	28111	nissan	Murano	3.5 V6 4WD	2009	Crossover	Front	3498	6	V	4	234	6000	318	3600			10.3:1	Gasoline	195.0	8.9	4WD	Automatic	5	5	1870	4780	1710	1890	2830	9.4	12.3		82	1		Nissan	3.5	213			24	231	172	235	32	121.0	4123	188.2	67.3	74.4	111.4	25		19.0	21.7	Nissan	Japan		
1166	Nissan	Murano	CrossCabriolet	2011	 44.0 	 56.0 	 63.4 	 67.7 	 69.5 	 71.3 	45696	45696	nissan	Murano	SV	2011	Crossover	Front	3500	6	V	4	264	6000	325	4400				Gasoline			Front	CVT	5	5	1802	4823	1882	1727	2824	10.2		13.1	82	1		Nissan	3.5	214			24	260	194	240	33		3973	189.9	74.1	68.0	111.2	23	18		21.7	Nissan	Japan		
1167	Nissan	Navara	2.5 DCI	2012	 47.2 	 62.2 	 66.1 	 67.4 	 70.3 	 73.2 	51442	51442	nissan	Navara	2.5 dCi	2012	Pickup	Front	2488	4	in-line	4	174	4000	403	2000	89.0	100.0	16.5:1	Diesel	170.0	11.3	4WD	Manual	4	2	2032	5140	1860	1770	3210		9.8		80	0		Nissan	2.5	152	3.50	3.94	16	172	128	297	41	106.0	4480	202.4	73.2	69.7	126.4			24.0	21.1	Nissan	Japan		
1168	Nissan	Note	1.4	2009	 44.3 	 54.6 	 62.7 	 65.5 	 68.3 	 71.5 	51427	51427	nissan	Note	1.4	2009	Hatchback	Front	1386	4	in-line		90							Gasoline		13.4	Front	Manual	5	5	1052	4083	1691	1550	2600					0		Nissan	1.4	85				89	66				2319	160.7	66.6	61.0	102.4					Nissan	Japan		
1169	Nissan	Note	1.4 L	2010	 40.0 	 61.1 	 66.6 	 68.6 	 73.6 	 74.6 	51432	51432	nissan	Note	1.4	2010	Hatchback	Front	1386	4	in-line		90							Gasoline		13.4	Front	Manual	5	5	1052	4083	1691	1550	2600					0		Nissan	1.4	85				89	66				2319	160.7	66.6	61.0	102.4					Nissan	Japan		
1170	Nissan	Note	1.2	2014	 41.2 	 61.2 	 65.4 	 67.8 	 71.3 	 74.3 	nan																																																												
1171	Nissan	Note	1.2	2016	 39.6 	 56.3 	 62.3 	 65.7 	 69.4 	 72.8 	nan																																																												
1172	Nissan	Pathfinder	5.6 V8	2008	 43.1 	 54.9 	 62.0 	 66.4 	 67.7 	 69.0 	28039	28039	nissan	Pathfinder	S	2008	SUV	Front	3954	6	V	4	270	5600	391	4000				Gasoline			Front	Automatic	7	5	1130	4900	1850	1850	2860	10.7	13.8	15.7	80	1		Nissan	4.0	241			24	266	199	288	40		2491	192.9	72.8	72.8	112.6	22	15	17.0	21.1	Nissan	Japan		
1173	Nissan	Pathfinder	3.5 V6	2012	 39.9 	 51.1 	 58.1 	 61.8 	 64.7 	 67.6 	49341	49341	nissan	Pathfinder	SV	2012	SUV	Front	4000	6	V	4	270	5600	390	4000				Gasoline			Rear	5-speed shiftable automatic	5	5	2070	4884	1849	1834	2850	10.7		15.7	80	1		Nissan	4.0	244			24	266	199	288	40		4564	192.3	72.8	72.2	112.2	22	15		21.1	Nissan	Japan		
1174	Nissan	Pixo	1.0	2009	 40.9 	 63.8 	 67.0 	 70.5 	 73.0 	 76.9 	51429	51429	nissan	Pixo		2009	Hatchback	Front	996	3	in-line		69							Gasoline	155.0	13.5	Front	Manual	5	5		3580	1680	1400	2360					0		Nissan	1.0	61				68	51			96.0		140.9	66.1	55.1	92.9					Nissan	Japan		
1175	Nissan	Pulsar	1.2	2014	 43.3 	 56.9 	 60.1 	 62.7 	 66.6 	 69.0 	nan																																																												
1176	Nissan	Pulsar	1.5d	2018	 48.1 	 56.1 	 61.0 	 64.8 	 67.2 	 68.8 	nan																																																												
1177	Nissan	Qashqai	1.6	2008	 44.7 	 55.0 	 63.3 	 66.8 	 68.9 	 71.2 	28907	28907	nissan	Qashqai	1.6	2008	Crossover	Front	1598	4	in-line	4	115	6000	156	4400	78.0	83.6	10.7:1	Gasoline - Premium	175.0	12.0	Front	Manual	5	5	1374	4320	1790	1610	2640		6.7		65	0		Nissan	1.6	98	3.07	3.29	16	113	85	115	16	109.0	3029	170.1	70.5	63.4	103.9			35.0	17.2	Nissan	Japan		
1178	Nissan	Qashqai	2.0 dCI	2008	 44.4 	 54.6 	 62.8 	 66.8 	 68.3 	 70.2 	28088	28088	nissan	Qashqai	2.0 dCi	2008	Crossover	Front	1992	4	in-line	4	150	4000	320	2000	84.0	90.0	16.0:1	Diesel	191.0	10.5	4WD	Manual	5	5	1520	4320	1790	1610	2640		6.6		65	0		Nissan	2.0	122	3.31	3.54	16	148	110	236	33	119.0	3351	170.1	70.5	63.4	103.9			36.0	17.2	Nissan	Japan		
1179	Nissan	Qashqai	2.0	2009	 36.6 	 57.0 	 63.9 	 66.3 	 70.1 	 72.9 	27956	27956	nissan	Qashqai	2.0 dCi Acenta	2009	Crossover	Front	1995	4	in-line	4	150	4000	320	2000	84.0	90.0	15.6:1	Diesel	191.0		Front	Manual	5	5	1520	4320	1790	1620	2640		7.0		65	0		Nissan	2.0	122	3.31	3.54	16	148	110	236	33	119.0	3351	170.1	70.5	63.8	103.9			34.0	17.2	Nissan	Japan		
1180	Nissan	Qashqai	1.6	2010	 41.2 	 58.1 	 65.1 	 67.1 	 70.1 	 75.1 	47373	47373	nissan	Qashqai	1.6 Acenta	2010	Crossover	Front	1598	4	in-line	4	114	6000	161	4400	78.0	83.6		Gasoline	175.0	12.0	Front	Manual	5	5	1372	4320	1790	1620	2640		6.7		65	0		Nissan	1.6	98	3.07	3.29	16	112	84	119	16	109.0	3025	170.1	70.5	63.8	103.9			35.0	17.2	Nissan	Japan		
1181	Nissan	Qashqai	1.6	2012	 40.2 	 56.4 	 62.2 	 67.6 	 70.1 	 73.9 	50291	50291	nissan	Qashqai	1.6 Acenta	2012	Crossover	Front	1598	4	in-line	4	114	6000	161	4400	78.0	83.6		Gasoline	175.0	12.0	Front	Manual	5	5	1372	4320	1790	1620	2640		6.7		65	0		Nissan	1.6	98	3.07	3.29	16	112	84	119	16	109.0	3025	170.1	70.5	63.8	103.9			35.0	17.2	Nissan	Japan		
1182	Nissan	Qashqai	1.6	2012	 45.3 	 55.8 	 64.1 	 68.6 	 69.7 	 71.2 	50291	50291	nissan	Qashqai	1.6 Acenta	2012	Crossover	Front	1598	4	in-line	4	114	6000	161	4400	78.0	83.6		Gasoline	175.0	12.0	Front	Manual	5	5	1372	4320	1790	1620	2640		6.7		65	0		Nissan	1.6	98	3.07	3.29	16	112	84	119	16	109.0	3025	170.1	70.5	63.8	103.9			35.0	17.2	Nissan	Japan		
1183	Nissan	Qashqai	1.2	2014	 36.8 	 55.9 	 59.7 	 63.6 	 65.7 	 69.7 	nan																																																												
1184	Nissan	Qashqai	1.6	2015	 44.3 	 57.2 	 62.3 	 65.4 	 68.2 	 71.3 	nan																																																												
1185	Nissan	Qashqai	1.2	2016	 38.1 	 55.2 	 60.2 	 63.0 	 67.9 	 70.0 	nan																																																												
1186	Nissan	Qashqai	1.2	2017	 39.9 	 57.8 	 61.5 	 65.3 	 68.2 	 71.7 	nan																																																												
1187	Nissan	Qashqai	1.6	2017	 42.9 	 57.8 	 61.5 	 65.3 	 67.2 	 70.6 	nan																																																												
1188	Nissan	Qashqai	1.6D	2017	 47.9 	 59.8 	 62.5 	 65.3 	 67.2 	 70.6 	nan																																																												
1189	Nissan	Qashqai+2	2.0	2009	 44.1 	 54.3 	 62.5 	 64.9 	 68.0 	 71.5 	nan																																																												
1190	Nissan	Rogue	2.5	2008	 42.9 	 56.6 	 65.1 	 69.8 	 72.8 	 75.9 	28325	28325	nissan	Rogue		2008	Crossover	Front	2500	4	in-line	4	172		237		89.0	100.0		Gasoline			Front	Automatic	5	5	1112	4650	1810	1670	2700	9.1	9.1	11.2	60	1		Nissan	2.5	153	3.50	3.94	16	170	127	175	24		2452	183.1	71.3	65.7	106.3	26	21	26.0	15.9	Nissan	Japan		
1191	Nissan	Rogue	2.5	2014	 39.5 	 51.8 	 59.4 	 63.8 	 66.0 	 68.2 	60300	60300	Nissan	Rogue	SL 4dr SUV AWD (2.5L 4cyl CVT)	2014	Sport Utility Vehicles	Front	2500	4	Inline	4	170		175				Not Avai	Regular Unleaded			All Wheel Drive	Automatic		4		4630				32.0		25.0		1		Nissan	2.5	153			16	168	125	129	18			182.3				7	9			Nissan	Japan		
1192	Nissan	Rogue	2.5	2016	 43.2 	 53.4 	 59.8 	 63.3 	 65.4 	 67.5 	67979	67979	Nissan	Rogue	S 4dr SUV (2.5L 4cyl CVT)	2016	Sport Utility Vehicles	Front	2500	4	Inline	4	170		175				10	Regular Unleaded			Front Wheel Driv	Automatic		4	3393					33.0	28.0	26.0	15	1		Nissan	2.5	153			16	168	125	129	18		7480					7	9	8.0	4.0	Nissan	Japan		
1193	Nissan	Titan	5.6 V8	2016	 43.7 	 56.0 	 63.5 	 68.1 	 69.3 	 70.5 	nan																																																												
1194	Nissan	Versa	1.6	2012	 43.5 	 56.0 	 63.7 	 68.1 	 70.4 	 72.7 	49368	49368	nissan	Versa	1.6 SL Sedan	2012	Sedan	Front	1600	4	in-line		111	6000	145	4400				Gasoline			Front	CVT	5	4	1115					6.2		7.8	41	1		Nissan	1.6	98				109	82	107	15		2458					38	30		10.8	Nissan	Japan		
1195	Nissan	X-Trail	2.0 dCI	2008	 45.1 	 55.5 	 63.8 	 67.5 	 69.4 	 71.7 	27710	27710	nissan	X-Trail	2.2 D 4x4 Comfort	2008	SUV	Front	2184	4	in-line	4	136	4000	300	2000	86.0	94.0	16.0:1	Diesel	180.0	11.5	4WD	Manual	5	5	1600	4520	1770	1680	2630		7.4		60	0		Nissan	2.2	133	3.39	3.70	16	134	100	221	31	112.0	3527	178.0	69.7	66.1	103.5			32.0	15.9	Nissan	Japan		
1196	Nissan	X-trail	1.6D	2015	 44.4 	 60.9 	 63.2 	 66.0 	 69.1 	 71.4 	nan																																																												
1197	Nissan	X-Trail	1.6	2017	 38.0 	 55.5 	 61.6 	 65.0 	 72.0 	 72.1 	nan																																																												
1198	Nissan	X-Trail	2.0d	2018	 48.9 	 57.5 	 62.6 	 66.8 	 69.2 	 70.8 	nan																																																												
1199	Opel	Adam	1.4	2018	 47.1 	 56.1 	 62.0 	 67.3 	 69.7 	 72.8 	nan																																																												
1200	Opel	Agila	1.0	2008	 47.4 	 58.3 	 67.1 	 71.1 	 72.9 	 75.1 	30166	30166	opel	Agila	1.2	2008	Hatchback	Front	1229	4	in-line	4	80	5600	110	4000	73.4	72.6	10.5:1	Gasoline - Premium	161.0	13.2	Front	Manual	5	5	1055	3540	1630	1700	2370		6.2		41	0		Opel	1.2	75	2.89	2.86	16	79	59	81	11	100.0	2326	139.4	64.2	66.9	93.3			38.0	10.8	Opel	Germany		
1201	Opel	Agila	1.0	2013	 37.6 	 59.9 	 65.5 	 68.3 	 71.7 	 74.2 	nan																																																												
1202	Opel	Agile	1.0	2011	 47.4 	 58.3 	 67.1 	 71.1 	 72.9 	 75.1 	nan																																																												
1203	Opel	Ampera	1.4 Hybrid	2012	 44.2 	 54.4 	 62.6 	 67.0 	 68.0 	 69.4 	50299	50299	opel	Ampera		2012	Sedan	Front	0											Gasoline			Front	Single Speed	5	4	1715	4498	1788	1438	2685	2.5		2.5	35	0		Opel	0.0	0									3781	177.1	70.4	56.6	105.7	94	94		9.2	Opel	Germany		
1204	Opel	Ampera-e	EV	2017	 45.2 	 54.1 	 60.5 	 63.7 	 69.7 	 69.8 	nan																																																												
1205	Opel	Antara	2.0 CDTI	2008	 45.3 	 55.8 	 64.1 	 68.7 	 69.7 	 71.1 	29632	29632	opel	Antara	2.0 CDTi	2008	SUV	Front	1990	4	in-line	4	150	4000	320	2000	83.0	92.0	17.5:1	Diesel	180.0	10.3	4WD	Manual	5	5	1855	4580	1860	1710	2710		7.5		65	0		Opel	2.0	121	3.27	3.62	16	148	110	236	33	112.0	4090	180.3	73.2	67.3	106.7			31.0	17.2	Opel	Germany		
1206	Opel	Antera	2.4	2011	 44.1 	 54.2 	 62.4 	 66.2 	 67.8 	 69.8 	nan																																																												
1207	Opel	Astra	1.6 GTC	2008	 45.6 	 56.1 	 64.5 	 67.8 	 70.2 	 72.8 	29624	29624	opel	Astra	1.6 CS	2008	Sedan	Front	1597	4	in-line	4	60	6000	142	3600	79.0	81.5	9.8:1	Gasoline	197.0	12.6	Front	Manual	5	4	1110	3510		1700	2610		10.1		52	0		Opel	1.6	97	3.11	3.21	16	59	44	105	14	122.0	2447	138.2		66.9	102.8			23.0	13.7	Opel	Germany		
1208	Opel	Astra	1.6 turbo	2008	 45.1 	 55.5 	 63.8 	 67.0 	 69.5 	 72.2 	30049	30049	opel	Astra	GTC 1.6 Turbo	2008	Hatchback	Front	1598	4	in-line	4	180	5500	230	1950			10.5:1	Gasoline - Premium	221.0	8.3	Front	Manual	4	3	1385	4300	1760	1440	2620	5.6	7.9		52	0		Opel	1.6	98			16	178	132	170	23	137.0	3053	169.3	69.3	56.7	103.1	42		30.0	13.7	Opel	Germany		
1209	Opel	Astra	GTC 1.6	2008	 44.5 	 61.8 	 65.7 	 68.6 	 70.4 	 74.4 	30247	30247	opel	Astra	GTC 1.8	2008	Sedan	Front	1796	4	in-line	4	125	5600	175	3800	80.5	88.2	10.5:1	Gasoline	210.0	10.1	Front	Manual	4	4	1278	4300	1760	1440	2620	6.4	7.5		52	0		Opel	1.8	110	3.17	3.47	16	123	92	129	18	130.0	2817	169.3	69.3	56.7	103.1	37		31.0	13.7	Opel	Germany		
1210	Opel	Astra	1.4 Turbo	2009	 45.3 	 59.1 	 63.2 	 65.7 	 66.8 	 69.5 	29773	29773	opel	Astra	GTC 1.9 CDTi Sport	2009		Front	1910	4	in-line	4	150	4000	320	2000	82.0	90.4	17.5:1	Diesel	210.0	8.9	Front	Manual	5	2	1393	4300	1760	1440	2620		5.8		52	0		Opel	1.9	117	3.23	3.56	16	148	110	236	33	130.0	3071	169.3	69.3	56.7	103.1			41.0	13.7	Opel	Germany		
1211	Opel	Astra	1.4 Turbo	2010	 38.9 	 59.7 	 63.5 	 66.5 	 69.2 	 71.6 	46426	46426	opel	Astra	GTC 2.0 Turbo Sport	2010		Front	1998	4	in-line	4	200	5400	262	1950			8.8:1	Gasoline	234.0	8.1	Front	Manual	5	2	1625	4300	1760	1440	2620		9.3		52	0		Opel	2.0	122			16	197	147	193	27	145.0	3582	169.3	69.3	56.7	103.1			25.0	13.7	Opel	Germany		
1212	Opel	Astra	1.6 Turbo	2010	 44.9 	 55.2 	 63.5 	 68.2 	 69.0 	 70.2 	46423	46423	opel	Astra	2.0+ OPC	2010	Hatchback	Front	1998	4	in-line	4	242	5600	320	2400	86.0	86.0	8.8:1	Gasoline	244.0	6.4	Front	Manual	5	3	1393	4300	1760	1410	2620		9.2		52	0		Opel	2.0	122	3.39	3.39	16	239	178	236	33	152.0	3071	169.3	69.3	55.5	103.1			26.0	13.7	Opel	Germany		
1213	Opel	Astra	1.6 Twintop	2010	 42.1 	 60.6 	 65.5 	 68.6 	 70.9 	 73.4 	46418	46418	opel	Astra	1.8 Enjoy Twintop	2010		Front	1796	4	in-line	4	140	6300	176	3800	80.5	88.2		Gasoline		10.2	Front	Manual	4	2	1230	4480	2030	1420	2620		6.2		52	0		Opel	1.8	110	3.17	3.47	16	138	103	130	18		2712	176.4	79.9	55.9	103.1			38.0	13.7	Opel	Germany		
1214	Opel	Astra	1.6 Turbo	2011	 44.9 	 57.1 	 62.3 	 66.4 	 69.1 	 72.1 	46429	46429	opel	Astra	1.8 Enjoy M	2011		Front	1796	4	in-line	4	141	5600	175	3800	80.5	88.2	10.5:1	Gasoline	208.0	10.2	Front	Manual	5	5	1625	4260	1760	1470	2620		6.2		52	0		Opel	1.8	110	3.17	3.47	16	139	104	129	18	129.0	3582	167.7	69.3	57.9	103.1			38.0	13.7	Opel	Germany		
1215	Opel	Astra	1.6 Turbo Stationcar	2011	 39.9 	 59.3 	 64.4 	 66.7 	 69.5 	 72.1 	46434	46434	opel	Astra	2.0 Turbo Sport	2011	Sedan	Front	1998	4	in-line	4	200	5600	262	4200	86.1	86.0	8.8:1	Gasoline		8.2	Front	Manual	5	4	1385	4260	1760	1470	2620		9.3		52	0		Opel	2.0	122	3.39	3.39	16	197	147	193	27		3053	167.7	69.3	57.9	103.1			25.0	13.7	Opel	Germany		
