	brand	model	spec	year	dB_at_idle	dB_at_50kmh	dB_at_80kmh	dB_at_100kmh	dB_at_120kmh	dB_at_140kmh	model_id	model_id_cqa	model_make_id_cqa	model_name_cqa	model_trim_cqa	model_year_cqa	model_body_cqa	model_engine_position_cqa	model_engine_cc_cqa	model_engine_cyl_cqa	model_engine_type_cqa	model_engine_valves_per_cyl_cqa	model_engine_power_ps_cqa	model_engine_power_rpm_cqa	model_engine_torque_nm_cqa	model_engine_torque_rpm_cqa	model_engine_bore_mm_cqa	model_engine_stroke_mm_cqa	model_engine_compression_cqa	model_engine_fuel_cqa	model_top_speed_kph_cqa	model_0_to_100_kph_cqa	model_drive_cqa	model_transmission_type_cqa	model_seats_cqa	model_doors_cqa	model_weight_kg_cqa	model_length_mm_cqa	model_width_mm_cqa	model_height_mm_cqa	model_wheelbase_mm_cqa	model_lkm_hwy_cqa	model_lkm_mixed_cqa	model_lkm_city_cqa	model_fuel_cap_l_cqa	model_sold_in_us_cqa	model_co2_cqa	model_make_display_cqa	model_engine_l_cqa	model_engine_ci_cqa	model_engine_bore_in_cqa	model_engine_stroke_in_cqa	model_engine_valves_cqa	model_engine_power_hp_cqa	model_engine_power_kw_cqa	model_engine_torque_lbft_cqa	model_engine_torque_kgm_cqa	model_top_speed_mph_cqa	model_weight_lbs_cqa	model_length_in_cqa	model_width_in_cqa	model_height_in_cqa	model_wheelbase_in_cqa	model_mpg_hwy_cqa	model_mpg_city_cqa	model_mpg_mixed_cqa	model_fuel_cap_g_cqa	make_display_cqa	make_country_cqa	ExtColors_cqa	IntColors_cqa
1046	Mercedes	GLC	250d	2016	 42.9 	 55.8 	 59.5 	 62.7 	 64.2 	 67.5 	nan																																																												
1047	Mercedes	GLC	250d	2017	 44.9 	 56.8 	 60.0 	 63.3 	 65.2 	 68.6 	nan																																																												
1048	Mercedes	GLC	350d	2017	 40.7 	 53.8 	 57.1 	 59.6 	 64.8 	 64.8 	nan																																																												
1049	Mercedes	GLC	43 AMG	2017	 40.9 	 59.8 	 62.5 	 65.3 	 66.2 	 69.6 	nan																																																												
1050	Mercedes	GLC	220d	2018	 39.9 	 50.5 	 56.6 	 62.8 	 65.2 	 67.8 	nan																																																												
1051	Mercedes	GLE	250d	2016	 44.9 	 56.8 	 59.5 	 62.2 	 64.3 	 67.6 	nan																																																												
1052	Mercedes	GLE	 400	2017	 38.9 	 55.8 	 59.0 	 62.2 	 65.2 	 68.6 	nan																																																												
1053	Mercedes	GLE	350d	2017	 43.9 	 56.8 	 60.5 	 64.3 	 65.2 	 68.6 	nan																																																												
1054	Mercedes	GLK	320 CDI	2008	 46.1 	 57.6 	 61.1 	 66.7 	 68.1 	 70.3 	nan																																																												
1055	Mercedes	GLK	220 CDI	2009	 42.8 	 52.7 	 60.6 	 63.5 	 66.0 	 68.7 	nan																																																												
1056	Mercedes	GLK	220	2014	 41.6 	 56.2 	 60.1 	 63.9 	 67.6 	 69.3 	nan																																																												
1057	Mercedes	GLK	3.0D V6	2014	 42.3 	 57.2 	 61.1 	 64.9 	 67.6 	 69.3 	nan																																																												
1058	Mercedes	ML	63 AMG	2008	 42.4 	 52.2 	 60.0 	 63.7 	 65.2 	 67.1 	nan																																																												
1059	Mercedes	ML	320	2009	 46.0 	 55.3 	 60.9 	 64.3 	 65.5 	 66.7 	nan																																																												
1060	Mercedes	ML	350	2012	 43.6 	 54.1 	 59.1 	 62.9 	 67.1 	 69.2 	nan																																																												
1061	Mercedes	ML	350	2012	 42.1 	 51.8 	 59.5 	 62.0 	 64.8 	 68.0 	nan																																																												
1062	Mercedes	ML	450/500	2012	 41.1 	 51.0 	 57.1 	 60.6 	 62.3 	 64.0 	nan																																																												
1063	Mercedes	R	350 CDI	2012	 42.3 	 52.1 	 59.9 	 62.8 	 65.2 	 67.8 	nan																																																												
1064	Mercedes	S	500	2008	 42.9 	 52.8 	 60.7 	 62.1 	 66.1 	 70.6 	nan																																																												
1065	Mercedes	S	63 AMG	2008	 49.0 	 58.7 	 64.7 	 67.9 	 70.3 	 72.6 	nan																																																												
1066	Mercedes	S	400 Hybrid	2009	 43.0 	 52.9 	 60.8 	 64.5 	 66.1 	 68.1 	nan																																																												
1067	Mercedes	S	500 L 4 matic	2010	 40.2 	 55.8 	 59.3 	 62.9 	 64.9 	 66.9 	nan																																																												
1068	Mercedes	S	500	2013	 39.7 	 53.2 	 57.1 	 60.9 	 64.7 	 66.3 	nan																																																												
1069	Mercedes	S	500	2014	 37.9 	 48.8 	 55.6 	 59.4 	 61.6 	 63.9 	nan																																																												
1070	Mercedes	S	350d	2016	 43.0 	 53.6 	 56.8 	 60.2 	 63.3 	 66.2 	nan																																																												
1071	Mercedes	S	500e	2016	 37.9 	 49.8 	 54.0 	 58.2 	 60.4 	 63.5 	nan																																																												
1072	Mercedes	S	AMG S63	2016	 42.9 	 55.8 	 58.5 	 61.2 	 64.3 	 67.6 	nan																																																												
1073	Mercedes	SL	500	2012	 45.1 	 55.5 	 63.8 	 68.3 	 69.4 	 70.9 	nan																																																												
1074	Mercedes	SL	400	2016	 39.9 	 57.8 	 61.0 	 64.3 	 66.2 	 69.6 	nan																																																												
1075	Mercedes	SLK	350	2011	 46.7 	 57.5 	 66.1 	 70.2 	 71.9 	 74.0 	nan																																																												
1076	Mercedes	SLK	350	2012	 48.8 	 57.9 	 63.6 	 66.3 	 69.9 	 73.5 	nan																																																												
1077	Mercedes	SLS	AMG Roadster	2012	 44.5 	 54.8 	 63.0 	 67.9 	 68.5 	 69.5 	nan																																																												
1078	Mercury	Grand Marquis	4.6 V8	2010	 44.4 	 55.8 	 62.8 	 66.8 	 69.0 	 71.2 	45574	45574	mercury	Grand Marquis	LS	2010	Sedan	Front	4600	8	V	2	227	4800	372	4000				Flex Fuel			Rear	Automatic	5	4	1867	5385	1989	1430	2911	9.8		14.7	72	1		Mercury	4.6	281			16	224	167	274	38		4116	212.0	78.3	56.3	114.6	24	16		19.0	Mercury	USA		
1079	Mercury	Mariner	Hybrid	2008	 37.7 	 54.9 	 65.5 	 71.8 	 74.0 	 76.3 	25846	25846	mercury	Mariner	Hybrid	2008	SUV	Front	2299	4	in-line		135	6000	168	4250	87.4	94.0	12.3:1	Gasoline / Electric Hybrid			Front	Automatic	5	4	1925	4460	1810	1730	2630		7.6		57	1		Mercury	2.3	140	3.44	3.70		133	99	124	17		4244	175.6	71.3	68.1	103.5			31.0	15.1	Mercury	USA		
1080	Mini	Clubman	Cooper S	2012	 46.2 	 56.8 	 65.3 	 67.1 	 71.1 	 75.6 	nan																																																												
1081	Mini	Clubman	One	2016	 39.6 	 56.8 	 60.6 	 63.2 	 68.6 	 70.7 	nan																																																												
1082	Mini	Cooper	D	2008	 49.2 	 64.1 	 72.1 	 73.1 	 74.1 	 76.1 	26331	26331	mini	Cooper	Steptronic	2008	Hatchback	Front	1598	4	in-line	4	120	6000	160	4250	77.0	85.8	11.0:1	Gasoline	215.0	7.4	Front	Automatic	4	3	1315	3630		1410	2470		9.0		40	1		Mini	1.6	98	3.03	3.38	16	118	88	118	16	134.0	2899	142.9		55.5	97.2			26.0	10.6	Mini	UK		
1083	Mini	Cooper	Cabrio	2009	 46.5 	 57.3 	 65.9 	 70.1 	 71.6 	 73.5 	26367	26367	mini	Cooper	S Convertible Automatic	2009	Convertible	Front	1598	4	in-line	4	170	6000	220	4000			8.3:1	Gasoline	210.0	8.4	Front	Automatic	4	2	1215	3660	1420	1930	2470		11.7		50	1		Mini	1.6	98			16	168	125	162	22	130.0	2679	144.1	55.9	76.0	97.2			20.0	13.2	Mini	UK		
1084	Mini	Cooper	 	2010	 41.4 	 62.7 	 65.8 	 68.4 	 71.1 	 73.4 	45591	45591	mini	Cooper	S	2010	Hatchback	Front	1600	4	in-line	4	174	5500	240	1600				Gasoline			Front	Manual	4	3	1295	3713	1684	1407	2466	6.9		9.0	50	1		Mini	1.6	98			16	172	128	177	24		2855	146.2	66.3	55.4	97.1	34	26		13.2	Mini	UK		
1085	Mini	Cooper	Stationcar	2010	 37.0 	 59.6 	 64.1 	 67.4 	 70.1 	 73.1 	45592	45592	mini	Cooper	John Cooper Works	2010	Hatchback	Front	1600	4	in-line	4	211	6000	260	1850				Gasoline			Front	Manual	4	3	1225	3713	1684	1407	2466	7.1		9.4	50	1		Mini	1.6	98			16	208	155	192	27		2701	146.2	66.3	55.4	97.1	33	25		13.2	Mini	UK		
1086	Mini	Cooper	1.6	2011	 46.3 	 56.6 	 63.1 	 66.2 	 69.7 	 73.2 	45594	45594	mini	Cooper	S	2011	Hatchback	Front	1600	4	in-line	4	184	5500	240	1600				Gasoline			Front	Manual	4	3	1295	3729	1684	1415	2466	6.7		8.7	50	1		Mini	1.6	98			16	181	135	177	24		2855	146.8	66.3	55.7	97.1	35	27		13.2	Mini	UK		
1087	Mini	Cooper	S Coupe	2011	 45.8 	 56.4 	 64.9 	 69.1 	 70.5 	 72.3 	45594	45594	mini	Cooper	S	2011	Hatchback	Front	1600	4	in-line	4	184	5500	240	1600				Gasoline			Front	Manual	4	3	1295	3729	1684	1415	2466	6.7		8.7	50	1		Mini	1.6	98			16	181	135	177	24		2855	146.8	66.3	55.7	97.1	35	27		13.2	Mini	UK		
1088	Mini	Cooper	Stationcar	2011	 37.2 	 60.2 	 65.1 	 67.0 	 70.8 	 73.1 	45595	45595	mini	Cooper	John Cooper Works	2011	Hatchback	Front	1600	4	in-line	4	211	6000	260	1850				Gasoline			Front	Manual	4	3	1210	3729	1684	1407	2466	7.1		9.4	50	1		Mini	1.6	98			16	208	155	192	27		2668	146.8	66.3	55.4	97.1	33	25		13.2	Mini	UK		
1089	Mini	Cooper	1.5	2014	 43.4 	 59.1 	 63.2 	 69.3 	 70.4 	 71.6 	60162	60162	MINI	Cooper	John Cooper Works 2dr Convertible (1.6L 4cyl Turbo 6M)	2014	Mini Compact Cars	Front	1600	4	Inline	4	208		192				10.5	Premium Unleaded (Required)			Front Wheel Driv	Manual		2	1280	3729				35.0	30.0	26.0	50	1		MINI	1.6	98			16	205	153	142	20		2822	146.8				7	9	8.0	13.2	Mini	UK		
1090	Mini	Cooper	 	2014	 42.0 	 60.3 	 62.8 	 65.5 	 67.5 	 70.4 	60162	60162	MINI	Cooper	John Cooper Works 2dr Convertible (1.6L 4cyl Turbo 6M)	2014	Mini Compact Cars	Front	1600	4	Inline	4	208		192				10.5	Premium Unleaded (Required)			Front Wheel Driv	Manual		2	1280	3729				35.0	30.0	26.0	50	1		MINI	1.6	98			16	205	153	142	20		2822	146.8				7	9	8.0	13.2	Mini	UK		
1091	Mini	Cooper	S Clubman	2015	 48.9 	 59.2 	 64.3 	 68.3 	 71.9 	 75.3 	63397	63397	MINI	Cooper	S 4dr Hatchback (2.0L 4cyl Turbo 6M)	2015	Subcompact Cars	Front	2000	4	Inline	4	189		207				11	Premium Unleaded (Required)			Front Wheel Driv	Manual		4	2895					34.0	27.0	24.0	12	1		MINI	2.0	122			16	186	139	153	21		6382					7	10	9.0	3.2	Mini	UK		
1092	Mini	Cooper	1.5 Cabrio	2016	 42.2 	 58.8 	 64.1 	 68.6 	 72.7 	 74.5 	67708	67708	MINI	Cooper	2dr Hatchback (1.5L 3cyl Turbo 6M)	2016	Mini Compact Cars	Front	1500	3	Inline	4	134		162				11	Premium Unleaded (Required)			Front Wheel Driv	Manual		2	2605					40.0	33.0	29.0	12	1		MINI	1.5	92			12	132	99	119	17		5743					6	8	7.0	3.2	Mini	UK		
1093	Mini	Cooper	2.0D	2016	 45.1 	 59.2 	 61.7 	 64.3 	 67.3 	 70.7 	66263	66263	MINI	Cooper	John Cooper Works 2dr Hatchback (2.0L 4cyl Turbo 6M)	2016	Mini Compact Cars	Front	2000	4	Inline	4							Not Avai	Premium Unleaded (Required)			Not Available	Manual												1		MINI	2.0	122			16															Mini	UK		
1094	Mini	Cooper	Cabrio	2016	 45.9 	 65.7 	 68.5 	 70.1 	 71.1 	 74.7 	66263	66263	MINI	Cooper	John Cooper Works 2dr Hatchback (2.0L 4cyl Turbo 6M)	2016	Mini Compact Cars	Front	2000	4	Inline	4							Not Avai	Premium Unleaded (Required)			Not Available	Manual												1		MINI	2.0	122			16															Mini	UK		
1095	Mini	Cooper	S	2016	 40.9 	 61.8 	 65.0 	 68.3 	 70.1 	 73.7 	67708	67708	MINI	Cooper	2dr Hatchback (1.5L 3cyl Turbo 6M)	2016	Mini Compact Cars	Front	1500	3	Inline	4	134		162				11	Premium Unleaded (Required)			Front Wheel Driv	Manual		2	2605					40.0	33.0	29.0	12	1		MINI	1.5	92			12	132	99	119	17		5743					6	8	7.0	3.2	Mini	UK		
1096	Mini	Cooper	S	2017	 38.9 	 61.8 	 65.5 	 69.3 	 70.1 	 73.7 	70282	70282	MINI	Cooper	2dr Convertible (1.6L 4cyl 6M)	2017	Mini Compact Cars	Front	1600	4	Inline	4	121		114				11	Premium Unleaded (Required)			Front Wheel Driv	Manual		2	2701					34.0	30.0	27.0	13	1		MINI	1.6	98			16	119	89	84	12		5955					7	9	8.0	3.4	Mini	UK		
1097	Mini	Cooper	1.5	2018	 43.9 	 55.5 	 61.3 	 67.8 	 70.2 	 71.8 	73766	73766	MINI	Cooper	4dr Hatchback (1.5L 3cyl Turbo 6M)	2018	Subcompact Cars	Front	1500	3	Inline	4	134		162				11	Premium Unleaded (Required)			Front Wheel Driv	Manual		4	2750					40.0	33.0	29.0	12	1		MINI	1.5	92			12	132	99	119	17		6063					6	8	7.0	3.2	Mini	UK		
1098	Mini	Cooper	1.5d	2018	 45.1 	 56.6 	 62.7 	 69.3 	 71.7 	 73.8 	72854	72854	MINI	Cooper	2dr Convertible (1.6L 4cyl 6M)	2018	Mini Compact Cars	Front	1600	4	Inline	4	121		114				11	Premium Unleaded (Required)			Front Wheel Driv	Manual		2	2701					34.0	30.0	27.0	13	1		MINI	1.6	98			16	119	89	84	12		5955					7	9	8.0	3.4	Mini	UK		
1099	Mini	Countryman	Cooper	2012	 38.4 	 61.2 	 63.3 	 67.0 	 71.6 	 75.2 	nan																																																												
1100	Mini	Countryman	1.6	2014	 40.2 	 57.8 	 63.4 	 65.8 	 68.7 	 73.2 	nan																																																												
1101	Mini	Countryman	1.6	2015	 39.3 	 59.0 	 63.8 	 66.3 	 69.9 	 73.0 	nan																																																												
1102	Mini	Countryman	 	2015	 43.6 	 60.2 	 63.6 	 66.9 	 69.6 	 71.3 	nan																																																												
1103	Mini	Countryman	1.5	2018	 40.1 	 51.1 	 57.3 	 63.8 	 66.2 	 68.8 	nan																																																												
1104	Mini	Roadster	Cooper S	2012	 44.8 	 55.1 	 63.4 	 67.6 	 68.9 	 70.6 	nan																																																												
1105	Mitsubihi	Lancer	Sportback 1.6	2011	 45.0 	 55.4 	 63.8 	 68.9 	 69.3 	 70.1 	nan																																																												
1106	Mitsubishi	ASX	1.6	2010	 43.8 	 53.9 	 62.0 	 66.9 	 67.4 	 68.2 	nan																																																												
1107	Mitsubishi	ASX	1.6	2013	 44.1 	 59.0 	 62.5 	 65.0 	 68.9 	 72.2 	nan																																																												
1108	Mitsubishi	ASX	1.6	2015	 44.9 	 61.2 	 65.1 	 68.9 	 72.5 	 74.3 	nan																																																												
1109	Mitsubishi	ASX	1.6	2016	 40.2 	 59.7 	 64.6 	 69.2 	 72.7 	 76.1 	nan																																																												
1110	Mitsubishi	Colt	1.3 Invit	2009	 42.2 	 61.8 	 66.3 	 69.6 	 72.1 	 75.1 	51335	51335	mitsubishi	Colt	1.1 3 Door	2009	Hatchback	Front	1124	3	in-line	4	55	6000	100	4000	75.0	84.8	10.5:1	Gasoline	165.0	13.3	Front	Manual	5	5	1450	3640	1695	1550	2500	4.6	5.4	6.8	47	0		Mitsubishi	1.1	69	2.95	3.34	12	54	40	74	10	103.0	3197	143.3	66.7	61.0	98.4	51	35	44.0	12.4	Mitsubishi	Japan		
1111	Mitsubishi	Colt	1.3	2010	 41.7 	 60.8 	 64.8 	 67.7 	 70.6 	 73.3 	51343	51343	mitsubishi	Colt	1.3 3 Door	2010	Hatchback	Front	1332	4	in-line	4	71	6000	125	4000	75.0	75.4	10.5:1	Gasoline	180.0	12.0	Front	Manual	5	5	1500	3640	1695	1550	2500	5.0	5.8	7.5	47	0		Mitsubishi	1.3	81	2.95	2.97	16	70	52	92	13	112.0	3307	143.3	66.7	61.0	98.4	47	31	41.0	12.4	Mitsubishi	Japan		
1112	Mitsubishi	i	0.7	2010	 47.3 	 56.2 	 61.6 	 64.9 	 65.8 	 66.6 	nan																																																												
1113	Mitsubishi	Lancer	110	2008	 39.2 	 63.3 	 69.2 	 70.6 	 74.6 	 75.1 	27189	27189	mitsubishi	Lancer	Kombi 2.0 Sport	2008		Front	1997	4	in-line	4	136	6000	176	4500	85.0	88.0	10.0:1	Gasoline - Premium	199.0	10.0	Front		5	5	1395	4490	1700	1460	2610		8.7		50	1		Mitsubishi	2.0	122	3.35	3.46	16	134	100	130	18	124.0	3075	176.8	66.9	57.5	102.8			27.0	13.2	Mitsubishi	Japan		
1114	Mitsubishi	Lancer	Evo X	2008	 45.6 	 58.2 	 65.9 	 70.4 	 72.4 	 74.5 	26716	26716	mitsubishi	Lancer	2.0 DI-D	2008	Sedan	Front	1968	4	in-line	4	140	4000	310	1750	81.0	95.5	18.0:1	Diesel	207.0	9.6	Front	Manual	5	4	1500	4580	1770	1500	2640		6.1		59	1		Mitsubishi	2.0	120	3.19	3.76	16	138	103	229	32	129.0	3307	180.3	69.7	59.1	103.9			39.0	15.6	Mitsubishi	Japan		
1115	Mitsubishi	Lancer	Evolution MR	2008	 46.5 	 57.2 	 65.8 	 70.1 	 71.5 	 73.3 	26951	26951	mitsubishi	Lancer	Evolution	2008	Sedan	Front	1997	4	in-line	4	280	6500	355	3500	85.0	88.0	8.8:1	Gasoline - Premium	250.0	5.7	4WD	Manual	5	4	1540	4460	1780	1460	2640	9.6	12.5		55	1		Mitsubishi	2.0	122	3.35	3.46	16	276	206	262	36	155.0	3395	175.6	70.1	57.5	103.9	25		19.0	14.5	Mitsubishi	Japan		
1116	Mitsubishi	Lancer	GTS	2008	 43.9 	 55.3 	 62.4 	 66.1 	 69.5 	 72.9 	26869	26869	mitsubishi	Lancer	2.0 GTS	2008	Sedan	Front	1998	4	in-line	4	154	6000	198	4250				Gasoline			Front	Manual	5	4	1470	4580	1770	1500	2640	8.1	9.8	11.2	58	1		Mitsubishi	2.0	122			16	152	113	146	20		3241	180.3	69.7	59.1	103.9	29	21	24.0	15.3	Mitsubishi	Japan		
1117	Mitsubishi	Lancer	1.8 Stationcar	2009	 47.3 	 58.2 	 67.0 	 69.4 	 72.9 	 76.9 	26894	26894	mitsubishi	Lancer	ES	2009	Sedan	Front	1998	4	in-line	4	154	6000	199	4250				Gasoline			Front	Manual	5	4	1350	4580	1770	1500	2640	7.8	9.4	10.7	58	1		Mitsubishi	2.0	122			16	152	113	147	20		2976	180.3	69.7	59.1	103.9	30	22	25.0	15.3	Mitsubishi	Japan		
1118	Mitsubishi	Lancer 	2.0 DI-D	2008	 46.2 	 56.8 	 65.3 	 69.7 	 71.0 	 72.7 	26716	26716	mitsubishi	Lancer	2.0 DI-D	2008	Sedan	Front	1968	4	in-line	4	140	4000	310	1750	81.0	95.5	18.0:1	Diesel	207.0	9.6	Front	Manual	5	4	1500	4580	1770	1500	2640		6.1		59	1		Mitsubishi	2.0	120	3.19	3.76	16	138	103	229	32	129.0	3307	180.3	69.7	59.1	103.9			39.0	15.6	Mitsubishi	Japan		
1119	Mitsubishi	Outlander	2.2 DI-D	2008	 45.5 	 62.1 	 64.4 	 67.5 	 71.3 	 72.8 	26619	26619	mitsubishi	Outlander	2.0 Di-D	2008	SUV	Front	1998	4	in-line	4	140	4000	310	1750			18.0:1	Diesel	182.0	10.8	4WD	Manual		5	1730	4650	1810	1690	2680		6.7		60	1		Mitsubishi	2.0	122			16	138	103	229	32	113.0	3814	183.1	71.3	66.5	105.5			35.0	15.9	Mitsubishi	Japan		
1120	Mitsubishi	Outlander	2.4 CVT	2008	 41.2 	 61.6 	 66.1 	 68.1 	 72.1 	 74.4 	27025	27025	mitsubishi	Outlander	2.4 ES	2008	SUV	Front	2358	4	in-line	4	170	6400	226	4100							4WD		5	5	1540	4650	1810	1690	2680		9.8		63	1		Mitsubishi	2.4	144			16	168	125	167	23		3395	183.1	71.3	66.5	105.5			24.0	16.6	Mitsubishi	Japan		
1121	Mitsubishi	Outlander	2.2 DI-D	2010	 43.4 	 53.4 	 61.4 	 64.0 	 66.8 	 70.0 	45644	45644	mitsubishi	Outlander	XLS	2010	SUV	Front	3000	6	V	4	233	6250	291	3750				Gasoline			Front	Automatic	5	5	1645	4666	1801	1720	2670	9.4		12.4	63	1		Mitsubishi	3.0	183			24	230	171	215	30		3627	183.7	70.9	67.7	105.1	25	19		16.6	Mitsubishi	Japan		
1122	Mitsubishi	Outlander	2.0	2011	 39.1 	 53.9 	 63.1 	 68.3 	 71.0 	 73.8 	45650	45650	mitsubishi	Outlander	Sport ES	2011	SUV	Front	2000	4	in-line	4	150	6000	196	4200				Gasoline			Front	Manual	5	5	1375	4295	1770	1631	2670	7.6		9.8	63	1		Mitsubishi	2.0	122			16	148	110	145	20		3031	169.1	69.7	64.2	105.1	31	24		16.6	Mitsubishi	Japan		
1123	Mitsubishi	Outlander	2.0	2013	 45.8 	 59.6 	 65.1 	 69.6 	 71.8 	 76.0 	58598	58598	mitsubishi	Outlander	Sport SE 2WD	2013	SUV	Front	1998	16	electric	4	168	6000	226	4100	88.0	97.0	10.0:1	Diesel / Electric Hybrid		9.8	4WD	6-speed manual	5	4	1535	4665	1800	1680	2670	7.2		9.0		1		Mitsubishi	2.0	122	3.46	3.82	64	166	124	167	23		3384	183.7	70.9	66.1	105.1	33	26			Mitsubishi	Japan		
1124	Mitsubishi	Outlander	PHEV	2014	 44.0 	 55.6 	 59.6 	 64.6 	 67.8 	 70.2 	60198	60198	Mitsubishi	Outlander	SE 4dr SUV (2.4L 4cyl CVT)	2014	Sport Utility Vehicles	Front	2400	4	Inline	4	166		162				10.5	Regular Unleaded			Front Wheel Driv	Automatic		4	1495	4656				31.0	27.0	25.0	63	1		Mitsubishi	2.4	146			16	164	122	119	17		3296	183.3				8	9	9.0	16.6	Mitsubishi	Japan		
1125	Mitsubishi	Outlander	Hybrid	2018	 49.1 	 56.1 	 61.5 	 65.3 	 67.7 	 70.8 	72268	72268	Mitsubishi	Outlander	ES 4dr SUV (2.4L 4cyl CVT)	2018	Sport Utility Vehicles	Front	2400	4	Inline	4	166		162				10.5	Regular Unleaded			Front Wheel Driv	Automatic		4	3285					31.0	27.0	25.0	17	1		Mitsubishi	2.4	146			16	164	122	119	17		7242					8	9	9.0	4.5	Mitsubishi	Japan		
1126	Mitsubishi	Space Star	1.0	2013	 48.2 	 60.1 	 66.5 	 69.3 	 74.2 	 77.4 	nan																																																												
1127	Mitsubishi	Space Star	1.0	2013	 42.4 	 59.6 	 65.5 	 69.1 	 72.5 	 75.0 	nan																																																												
1128	Mitsubishi	Space Star	1.2	2017	 43.5 	 59.3 	 65.0 	 68.2 	 74.6 	 74.7 	nan																																																												
1129	Nissan	350Z	 	2008	 46.3 	 57.0 	 65.5 	 69.7 	 71.2 	 73.1 	28017	28017	nissan	350Z	Roadster Enthusiast	2008	Convertible	Front	3498	6	V	4	310	6800	364	5200						6.4	Rear	Manual	2	2	1710	4320	1820	1340	2660	9.8	11.8	13.8	76	1		Nissan	3.5	213			24	306	228	268	37		3770	170.1	71.7	52.8	104.7	24	17	20.0	20.1	Nissan	Japan		
1130	Nissan	370Z	 	2009	 48.0 	 59.2 	 66.3 	 69.8 	 73.4 	 77.1 	28726	28726	nissan	370Z	Coupe	2009	Coupe	Front	3699	6	V	4	337	7000	366	5200			9.8:1	Gasoline			Rear	Manual	2	2	1554	4250	1860	1320	2560	9.1	6.7	13.1	72	1		Nissan	3.7	226			24	332	248	270	37		3426	167.3	73.2	52.0	100.8	26	18	35.0	19.0	Nissan	Japan		
1131	Nissan	370Z	 	2010	 47.3 	 58.2 	 67.0 	 70.5 	 72.9 	 75.6 	53485	53485	nissan	370Z	Touring Convertible Automatic	2010	Convertible	Front	3700	6	V	4	337	7000	366	5200				Gasoline			Rear	7-speed shiftable automatic	2	2	1578	4247	1849	1326	2550	9.4		13.1	72	1		Nissan	3.7	226			24	332	248	270	37		3479	167.2	72.8	52.2	100.4	25	18		19.0	Nissan	Japan		
1132	Nissan	370Z	Cabrio	2010	 48.1 	 58.6 	 65.2 	 68.5 	 71.8 	 75.2 	53484	53484	nissan	370Z	Touring Convertible	2010	Convertible	Front	3700	6	V	4	337	7000	366	5200				Gasoline			Rear	6-speed manual	2	2	1578	4247	1849	1326	2550	9.4		13.1	72	1		Nissan	3.7	226			24	332	248	270	37		3479	167.2	72.8	52.2	100.4	25	18		19.0	Nissan	Japan		
1133	Nissan	370Z	 	2017	 44.9 	 65.7 	 68.5 	 71.3 	 74.0 	 77.8 	70172	70172	Nissan	370Z	Touring 2dr Convertible (3.7L 6cyl 7A)	2017	Two Seaters	Front	3700	6	V	4	332		270				11	Premium Unleaded (Required)			Rear Wheel Drive	Automatic		2	3510					25.0	21.0	18.0	19	1		Nissan	3.7	226			24	327	244	199	28		7738					9	13	11.0	5.0	Nissan	Japan		
1134	Nissan	Altima	3.5 V6	2008	 39.3 	 51.8 	 59.7 	 63.8 	 67.1 	 70.5 	28981	28981	nissan	Altima	3.5 SL	2008	Sedan	Front	3490	6	V	4	274	6000	350	4400							Front		5	4	1077	4830	1800	1480	2780	9.1	10.7	12.4	76	1		Nissan	3.5	213			24	270	202	258	36		2374	190.2	70.9	58.3	109.4	26	19	22.0	20.1	Nissan	Japan		
1135	Nissan	Altima	3.5 V6	2012	 38.7 	 49.4 	 56.1 	 59.4 	 63.0 	 66.5 	49316	49316	nissan	Altima	3.5 SR Sedan	2012	Sedan	Front	3500	6	V	4	274	6000	349	4400				Gasoline			Front	CVT	5	4	1512	4595	1796	1420	2675	8.7		11.8	76	1		Nissan	3.5	214			24	270	202	257	36		3333	180.9	70.7	55.9	105.3	27	20		20.1	Nissan	Japan		
1136	Nissan	Altima	2.5	2013	 39.7 	 50.8 	 57.6 	 61.4 	 63.9 	 66.5 	58039	58039	nissan	ALTIMA	Sedan 3.5 S	2013	Sedan	Front	3500	6	V	4	270	6000	350	4400	95.0	81.0		Gasoline			Front	CVT	5	4	1511	4864	1829	1476	2776	7.8		10.7	68	1		Nissan	3.5	214	3.74	3.19	24	266	199	258	36		3331	191.5	72.0	58.1	109.3	30	22		18.0	Nissan	Japan		
1137	Nissan	Altima	2.5	2016	 41.9 	 52.3 	 58.7 	 62.3 	 64.4 	 66.5 	66894	66894	Nissan	Altima	2.5 4dr Sedan (2.5L 4cyl CVT)	2016	Midsize Cars	Front	2500	4	Inline	4	182		180				9.6	Regular Unleaded			Front Wheel Driv	Automatic		4	3177					38.0	31.0	27.0	18	1		Nissan	2.5	153			16	180	134	133	18		7004					6	9	8.0	4.8	Nissan	Japan		
1138	Nissan	Cube	S	2009	 41.0 	 55.9 	 65.0 	 70.7 	 71.7 	 72.7 	28130	28130	nissan	Cube	Krom	2009	Hatchback	Front	1797	4	in-line	4	122		127					Gasoline			Front	Automatic	5	5		4320		1620	2830		7.8		82	1		Nissan	1.8	110			16	120	90	94	13			170.1		63.8	111.4			30.0	21.7	Nissan	Japan		
